dialog_key,annot_relevant_mean,score_PMI_Pair,score_MINE_Pair,score_InfoNCE_Pair,score_PMI_Prompt,score_MINE_Prompt,score_InfoNCE_Prompt,score_KDE_Pair,score_KDE_Prompt
human|zh/KdConv/KdConv-turn_eval.json,4.0,18.395584,19.6382,7.5352554,4.0730314,9.171597,3.5747423,0.94293356,-0.42018837
human|zh/KdConv/KdConv-turn_eval.json,5.0,18.239439,19.534958,6.791113,4.861898,8.940329,6.9241686,4.2141347,-0.20270658
human|zh/KdConv/KdConv-turn_eval.json,5.0,12.112003,6.680803,-3.561409,2.460331,-11.958014,-0.11778881,1.1195655,-0.61561525
human|zh/KdConv/KdConv-turn_eval.json,5.0,19.4523,19.897615,9.67698,6.242281,16.351711,3.3273225,1.4160479,0.3541932
human|zh/KdConv/KdConv-turn_eval.json,5.0,19.47222,19.933985,9.4712305,1.0625497,-14.896389,-1.9916885,1.715666,-1.1299957
human|zh/KdConv/KdConv-turn_eval.json,5.0,4.956044,-5.7279687,-1.0753019,-0.30220366,-18.43541,-1.8341173,0.32706323,-1.0648137
human|zh/KdConv/KdConv-turn_eval.json,5.0,-1.6368952,-13.755215,0.17043936,1.718668,-4.0847616,-1.2811762,-1.0381391,-0.58214456
human|zh/KdConv/KdConv-turn_eval.json,5.0,0.6847069,-15.274811,-7.1357675,2.7351406,1.9280763,1.9872155,2.0184057,-0.9469191
human|zh/KdConv/KdConv-turn_eval.json,5.0,17.773376,19.342234,7.072407,3.2584658,6.433728,3.0596008,1.0802842,-0.40848935
human|zh/KdConv/KdConv-turn_eval.json,5.0,13.2078285,14.521009,2.3143132,3.7061918,0.91744745,-0.61223304,2.5472946,0.70809865
human|zh/KdConv/KdConv-turn_eval.json,3.0,18.094475,19.517555,0.6963935,3.5887604,2.7822871,-0.49691504,0.5578607,-0.41563156
human|zh/KdConv/KdConv-turn_eval.json,5.0,19.447845,19.894045,11.437831,3.4910922,10.234089,2.13487,2.5186117,-0.87914747
human|zh/KdConv/KdConv-turn_eval.json,5.0,19.33076,19.895103,9.759379,4.2676682,8.335604,1.3672734,3.5220923,-0.25007534
human|zh/KdConv/KdConv-turn_eval.json,5.0,13.322291,16.641788,-0.8393025,5.543814,15.762921,2.9470358,1.5449973,-0.08341679
human|zh/KdConv/KdConv-turn_eval.json,4.0,16.945541,18.421782,9.315028,4.0830045,7.287586,1.1616261,0.22042783,-0.15034166
human|zh/KdConv/KdConv-turn_eval.json,5.0,17.97572,19.703915,12.8208685,6.080425,16.751822,4.776776,2.301094,-0.28724793
human|zh/KdConv/KdConv-turn_eval.json,5.0,13.732367,14.519864,6.6356807,7.322981,18.128874,6.802129,1.2604759,-0.39359075
human|zh/KdConv/KdConv-turn_eval.json,5.0,18.335857,19.400278,2.2919533,3.9515314,-3.115583,4.251567,1.4900168,-0.10753205
human|zh/KdConv/KdConv-turn_eval.json,5.0,18.996243,19.797424,5.082778,3.4894955,9.674438,3.432931,0.77872425,-0.51529896
human|zh/KdConv/KdConv-turn_eval.json,5.0,12.764952,6.1293516,0.17047085,4.5508537,11.315344,4.4368954,1.8325491,-0.7936122
human|zh/KdConv/KdConv-turn_eval.json,3.0,17.337982,19.251945,4.8066945,4.2152996,12.042278,3.3455274,2.0286896,-0.4525115
human|zh/KdConv/KdConv-turn_eval.json,3.6666666666666665,18.781609,19.679802,6.6155124,2.6574671,-3.784912,0.42648977,2.4392576,-0.8937939
human|zh/KdConv/KdConv-turn_eval.json,4.666666666666667,19.13224,19.828775,12.292488,5.9722967,14.801002,2.8919804,1.870116,0.06514613
human|zh/KdConv/KdConv-turn_eval.json,5.0,17.923649,18.471725,9.3843565,1.7483908,-0.24493052,3.7079499,-0.05929122,-0.8755615
human|zh/KdConv/KdConv-turn_eval.json,5.0,18.964575,19.700888,10.00288,6.747102,16.846903,5.8954673,2.0140436,3.218185
human|zh/KdConv/KdConv-turn_eval.json,4.666666666666667,19.040258,19.84002,11.195576,3.0760117,2.6859665,1.6877215,1.5091678,-0.030051127
human|zh/KdConv/KdConv-turn_eval.json,3.6666666666666665,15.89652,17.954819,-0.012146888,4.5388594,11.087275,3.3418596,2.1781175,3.6261508
human|zh/KdConv/KdConv-turn_eval.json,5.0,16.311272,19.083168,7.3256516,3.9456773,10.434864,3.2474132,1.5989724,0.54960585
human|zh/KdConv/KdConv-turn_eval.json,5.0,19.360935,19.914276,10.548351,4.6356115,9.888664,1.6716338,2.1976075,1.3129637
human|zh/KdConv/KdConv-turn_eval.json,3.6666666666666665,19.578894,19.939665,11.83069,1.9505997,5.0296965,-2.0948868,2.113287,-0.22243206
human|zh/KdConv/KdConv-turn_eval.json,5.0,13.40456,12.317148,-3.847578,2.2517042,-7.384355,0.74072254,1.6336732,0.13415737
human|zh/KdConv/KdConv-turn_eval.json,5.0,19.161724,19.87544,10.263216,3.9144282,10.72177,-0.7969185,1.3954351,-0.8076045
human|zh/KdConv/KdConv-turn_eval.json,5.0,19.299572,19.908716,8.313239,4.476866,13.085726,1.0092617,0.6392926,1.5303117
human|zh/KdConv/KdConv-turn_eval.json,5.0,2.9076052,-15.496021,-7.275011,1.4958069,-7.7012773,-1.7566037,-0.69896215,-0.09597196
human|zh/KdConv/KdConv-turn_eval.json,5.0,19.52131,19.953257,6.4628263,5.2316008,16.189463,4.3516536,1.790503,0.28330666
human|zh/KdConv/KdConv-turn_eval.json,5.0,19.54036,19.938433,9.0115795,3.4924593,2.3289523,3.9439206,1.4591534,-1.2766066
human|zh/KdConv/KdConv-turn_eval.json,5.0,19.368538,19.905993,5.087054,2.6292095,2.6199012,1.6696535,0.78210455,-1.0632282
human|zh/KdConv/KdConv-turn_eval.json,5.0,19.314857,19.857065,7.7174783,3.6793542,11.649938,3.3074455,1.7051108,-0.40673625
human|zh/KdConv/KdConv-turn_eval.json,5.0,18.989595,19.852379,7.0619817,4.8760734,14.182405,4.502836,3.240264,0.57982445
human|zh/KdConv/KdConv-turn_eval.json,5.0,19.35215,19.950426,7.431109,5.978327,16.238659,5.824005,4.199687,-1.0744051
human|zh/KdConv/KdConv-turn_eval.json,3.0,19.231373,19.770645,6.776175,4.703374,13.237221,1.9449935,2.216796,1.122971
human|zh/KdConv/KdConv-turn_eval.json,5.0,19.782774,19.987514,8.828045,5.8322725,16.129902,6.165252,2.9923325,-0.7576919
human|zh/KdConv/KdConv-turn_eval.json,4.666666666666667,12.17897,15.34026,3.4348955,4.6357436,6.7835703,4.055813,1.0815331,1.4568719
human|zh/KdConv/KdConv-turn_eval.json,4.666666666666667,15.269165,18.497522,2.4613,3.676013,0.2267183,0.16641147,0.19268548,-0.26128057
human|zh/KdConv/KdConv-turn_eval.json,5.0,15.584444,18.827055,2.3132446,5.870429,14.057453,2.9848742,1.2585402,1.569256
human|zh/KdConv/KdConv-turn_eval.json,5.0,17.614864,19.260086,4.7709904,6.9322877,17.516254,5.8743186,2.453124,-0.0883522
human|zh/KdConv/KdConv-turn_eval.json,5.0,19.294859,19.927042,7.3700123,3.0583854,12.101102,6.047814,1.905094,-1.0367615
human|zh/KdConv/KdConv-turn_eval.json,4.333333333333333,18.930134,19.774939,3.8376002,4.6498313,14.594929,4.584507,1.6958394,-0.32650352
human|zh/KdConv/KdConv-turn_eval.json,5.0,18.56917,19.690125,4.0266824,7.4265213,18.503492,7.9889536,3.1547995,-0.25012755
human|zh/KdConv/KdConv-turn_eval.json,5.0,18.237358,19.639458,6.288588,5.841465,17.216093,4.2693276,1.4807299,-0.7010569
human|zh/LCCC/LCCC-turn_eval.json,5.0,-0.41224998,-12.028948,-4.650037,3.8223922,8.1233425,3.647299,-0.5511113,-1.0613626
human|zh/LCCC/LCCC-turn_eval.json,3.6666666666666665,2.4502845,-15.650625,-4.7645164,1.2016393,-11.763269,-3.0252004,-2.3157926,-0.63816583
human|zh/LCCC/LCCC-turn_eval.json,2.333333333333333,8.798953,5.1968665,2.5311656,-0.21635963,-17.121765,0.9852524,-0.41380018,-1.6276083
human|zh/LCCC/LCCC-turn_eval.json,1.6666666666666667,0.5472616,-13.13427,0.89628994,0.075632796,-18.642303,2.516035,-0.42001727,-0.41708693
human|zh/LCCC/LCCC-turn_eval.json,4.0,1.2232673,-14.928569,0.87644947,1.8245869,-5.4023814,4.2223487,0.4989315,-0.56331754
human|zh/LCCC/LCCC-turn_eval.json,5.0,1.4041139,-10.763428,-1.4675306,0.34702998,-18.308502,4.3179474,1.8240615,-1.6240431
human|zh/LCCC/LCCC-turn_eval.json,3.6666666666666665,-0.08931517,-16.377695,-2.3353813,1.9026536,-7.628386,6.659421,-0.6800526,-0.4199214
human|zh/LCCC/LCCC-turn_eval.json,1.6666666666666667,-10.397462,-18.658764,-8.473734,0.43517035,-10.141831,0.51492167,-0.62023157,-0.5224562
human|zh/LCCC/LCCC-turn_eval.json,4.333333333333333,-6.6208754,-17.075531,-2.3332717,-1.2448151,-19.48743,0.019372279,-0.7937772,-0.73876184
human|zh/LCCC/LCCC-turn_eval.json,1.6666666666666667,3.067486,-8.881148,4.2712855,-0.44824952,-18.578838,2.1119208,-1.0191207,-0.7042809
human|zh/LCCC/LCCC-turn_eval.json,4.666666666666667,-3.7820888,-18.043743,-4.0579205,0.4212222,-18.129799,3.1410165,-1.0012288,-0.9122526
human|zh/LCCC/LCCC-turn_eval.json,4.666666666666667,6.648079,-7.1450644,3.7374566,1.1501641,-12.91051,2.6020348,-0.40254816,-0.6330595
human|zh/LCCC/LCCC-turn_eval.json,5.0,-0.4750284,-16.925014,-3.579126,1.2059165,-12.588134,1.6927769,-2.6115108,-1.236905
human|zh/LCCC/LCCC-turn_eval.json,3.6666666666666665,-2.5697958,-16.123446,-1.5863011,1.3605137,-15.416851,1.531613,-0.5988753,-0.8055629
human|zh/LCCC/LCCC-turn_eval.json,3.6666666666666665,12.477994,16.034967,8.31339,1.9636083,-9.668005,3.6119044,-0.32356608,-0.6015702
human|zh/LCCC/LCCC-turn_eval.json,3.6666666666666665,-1.2425092,-14.777725,-0.56946534,-0.92963904,-19.318544,2.109435,-2.2998953,-0.20441146
human|zh/LCCC/LCCC-turn_eval.json,1.0,5.607478,1.2316926,0.8201045,-2.7808757,-19.43486,-2.3450022,-1.1002585,-0.86710334
human|zh/LCCC/LCCC-turn_eval.json,4.333333333333333,-1.3060154,-16.862633,-3.204021,-0.2083562,-18.138063,0.49465072,-0.94409853,-1.034546
human|zh/LCCC/LCCC-turn_eval.json,1.0,6.533983,3.354781,0.7033971,-2.5926652,-19.423244,-2.7505078,-0.17812233,-1.2680708
human|zh/LCCC/LCCC-turn_eval.json,3.6666666666666665,0.87634206,-16.571997,0.8377166,-0.9106552,-19.134314,-0.5937575,-0.72015035,-0.77624816
human|zh/LCCC/LCCC-turn_eval.json,4.0,8.318699,11.7701,3.925688,2.94842,-4.1078396,4.921455,-0.80951667,-1.2355597
human|zh/LCCC/LCCC-turn_eval.json,4.0,3.856292,-15.662298,0.021551272,-1.4263899,-19.504276,1.0355531,-1.2724737,-1.0440758
human|zh/LCCC/LCCC-turn_eval.json,4.0,4.143986,-11.173139,-3.8955986,0.48447406,-17.29292,5.815178,-0.022918358,-0.8245397
human|zh/LCCC/LCCC-turn_eval.json,3.6666666666666665,4.2145677,-5.292587,-1.5814787,3.0050778,-0.23054591,4.771697,-0.70402503,-0.20572068
human|zh/LCCC/LCCC-turn_eval.json,5.0,-0.53745466,-14.394808,-2.351189,-0.13752884,-17.394722,-2.270728,-1.9516535,-1.433427
human|zh/LCCC/LCCC-turn_eval.json,5.0,4.5653925,-5.3197937,-0.52969927,0.0092966845,-17.93507,-1.5722349,-5.2343388,-1.5687023
human|zh/LCCC/LCCC-turn_eval.json,3.0,3.5724056,-13.925009,-3.2952113,-1.0935856,-18.841007,-1.0820534,-0.9591262,-1.0470344
human|zh/LCCC/LCCC-turn_eval.json,2.6666666666666665,-3.4890602,-17.753613,-2.1978803,1.417285,-17.312357,1.5351789,2.3665047,-0.50159854
human|zh/LCCC/LCCC-turn_eval.json,4.333333333333333,2.7825828,-13.055324,-0.9551227,-1.047749,-19.035772,1.105427,-1.340193,-0.81414574
human|zh/LCCC/LCCC-turn_eval.json,2.0,0.8140251,-6.9453263,-2.1003394,0.057534017,-18.154055,-0.6710971,-1.3229905,-0.7858995
human|zh/LCCC/LCCC-turn_eval.json,2.333333333333333,9.863904,13.769212,1.9164668,2.3560097,-10.418353,2.3364162,-1.3306843,-0.7024735
human|zh/LCCC/LCCC-turn_eval.json,5.0,2.9970539,-8.405104,0.033752438,2.340828,-7.1469936,2.2184734,-1.144675,-0.44849643
human|zh/LCCC/LCCC-turn_eval.json,4.333333333333333,-8.198088,-18.63181,-8.385019,-1.0832424,-18.468584,0.4350221,-2.514856,-1.4996015
human|zh/LCCC/LCCC-turn_eval.json,2.6666666666666665,2.7327828,-12.023823,-1.0165207,1.697682,-12.584213,1.2246941,-2.266936,-0.56716114
human|zh/LCCC/LCCC-turn_eval.json,4.333333333333333,0.9281165,-12.886906,2.5592275,1.685791,-16.076704,4.241221,-0.23576573,-1.0872213
human|zh/LCCC/LCCC-turn_eval.json,2.333333333333333,-2.8015683,-17.650835,-4.185777,-0.35282463,-18.120478,-0.057902593,-1.9801826,-1.6073796
human|zh/LCCC/LCCC-turn_eval.json,3.6666666666666665,3.0990453,-11.638042,-4.5026836,0.7305424,-16.63121,1.0349272,1.9224372,-0.6866964
human|zh/LCCC/LCCC-turn_eval.json,1.0,6.3437586,3.4418597,-3.3811197,1.6614428,-9.790465,-0.031041924,-1.2714753,-0.84552604
human|zh/LCCC/LCCC-turn_eval.json,1.6666666666666667,6.9815884,3.9930484,2.2756383,3.6772423,4.4261885,2.3141303,-0.8077403,-0.48076305
human|zh/LCCC/LCCC-turn_eval.json,3.6666666666666665,-0.40918496,-16.081886,-3.3392725,0.16683018,-18.843782,-1.1252488,-0.96916103,-5.727838
human|zh/LCCC/LCCC-turn_eval.json,1.0,7.2005167,4.0152054,3.4885798,-1.106384,-17.674627,-1.6707573,1.0325711,-0.7561786
human|zh/LCCC/LCCC-turn_eval.json,3.0,-1.1857184,-16.058754,-3.240621,1.7032204,-6.4791517,1.1716464,-0.66583216,-0.62006146
human|zh/LCCC/LCCC-turn_eval.json,4.333333333333333,-1.4648187,-14.892077,-0.4921259,-1.7528028,-19.487602,-0.7498305,-0.5528054,-1.4031066
human|zh/LCCC/LCCC-turn_eval.json,1.6666666666666667,5.5807166,-4.1688914,-0.44021404,-0.05620849,-17.854076,-0.80898815,-0.76664084,-0.7315681
human|zh/LCCC/LCCC-turn_eval.json,4.333333333333333,3.9750228,-15.075846,-1.1703128,-2.23673,-19.535034,-5.489182,0.27747408,-3.0704803
human|zh/LCCC/LCCC-turn_eval.json,4.333333333333333,-5.3920717,-17.579958,-4.1338735,2.5973465,-5.98487,0.10404356,-1.4077722,-0.26551697
human|zh/LCCC/LCCC-turn_eval.json,3.6666666666666665,-1.5037041,-15.3020935,-3.3908722,-0.61186016,-19.314121,-4.357874,-1.7118018,-1.5222274
human|zh/LCCC/LCCC-turn_eval.json,2.333333333333333,-0.49206764,-10.885124,-0.49524066,-1.5050194,-19.423288,0.5137988,-0.20813538,-1.3921161
human|zh/LCCC/LCCC-turn_eval.json,1.6666666666666667,5.633129,-7.588902,-1.354135,-1.5485586,-19.187109,-3.122573,-1.507818,-0.9343392
human|zh/LCCC/LCCC-turn_eval.json,4.333333333333333,0.3847492,-13.808519,-1.811312,1.95473,-9.0548315,0.47304276,-1.9151647,-0.35482112
human|zh/LCCC/LCCC-turn_eval.json,2.333333333333333,-0.22889651,-14.969802,-2.0293307,1.9245877,-3.9083114,1.5397667,-0.8982097,-0.9931107
human|zh/LCCC/LCCC-turn_eval.json,3.6666666666666665,6.0383697,-1.5445933,2.9143233,-2.0702615,-19.505934,-5.7831984,-0.6838574,-1.1331903
human|zh/LCCC/LCCC-turn_eval.json,3.0,-7.957037,-18.429844,-7.630182,1.2703167,-15.304054,3.358344,-1.3550534,-0.6574796
human|zh/LCCC/LCCC-turn_eval.json,1.6666666666666667,1.3171078,-8.056983,-3.1383035,2.1094127,-10.817888,2.0857935,-2.6741626,-0.15768263
human|zh/LCCC/LCCC-turn_eval.json,4.0,2.9326105,-8.85167,-1.186824,1.7159772,-13.487204,1.0980009,-0.47557256,-0.2917188
human|zh/LCCC/LCCC-turn_eval.json,4.666666666666667,-0.500325,-17.506983,-2.2778718,0.15055513,-17.108482,2.388071,-1.0169322,-1.4499356
human|zh/LCCC/LCCC-turn_eval.json,3.0,5.7628446,-11.104328,1.7313931,0.3480683,-18.303087,-0.24521542,-0.90293795,-1.2408065
human|zh/LCCC/LCCC-turn_eval.json,3.0,2.6706882,-14.908087,-2.6470284,-0.29760954,-17.801405,-1.5921956,-1.1917412,-0.8004121
human|zh/LCCC/LCCC-turn_eval.json,4.333333333333333,7.924953,0.52441305,0.2513479,-0.8227474,-18.819317,1.4671565,-2.2062538,-1.1075448
human|zh/LCCC/LCCC-turn_eval.json,2.333333333333333,6.2507744,-8.46055,3.2999797,0.28027332,-17.603802,-0.7706052,-0.79244214,-0.7354648
human|zh/LCCC/LCCC-turn_eval.json,1.0,-2.0997963,-17.010004,-4.447858,-0.79278207,-18.140032,1.2448785,-1.1721493,-0.7599751
human|zh/LCCC/LCCC-turn_eval.json,3.0,4.667254,-8.061027,-0.91318214,-0.20019196,-17.356945,1.2918562,-0.85036945,-1.2459435
human|zh/LCCC/LCCC-turn_eval.json,4.333333333333333,3.157686,-13.040229,-1.4523313,1.5117815,-5.5976057,1.7491646,-2.8626242,-0.93325675
human|zh/LCCC/LCCC-turn_eval.json,3.0,3.5724015,-10.790254,-1.5441967,-0.40013596,-18.898457,0.34913018,0.07756626,-0.51959944
human|zh/LCCC/LCCC-turn_eval.json,5.0,-4.0724316,-18.029396,-2.0461478,2.1035328,-13.379422,5.6407013,-0.5093902,0.18425469
human|zh/LCCC/LCCC-turn_eval.json,5.0,-0.99484694,-16.743904,-4.8190217,-0.55472636,-18.609674,3.7011144,-2.5181937,-0.6500145
human|zh/LCCC/LCCC-turn_eval.json,3.6666666666666665,-2.3136446,-18.40197,-6.8498225,0.14399123,-18.58566,2.6034465,-1.9848893,-0.8532144
human|zh/LCCC/LCCC-turn_eval.json,1.0,-2.886322,-17.494164,-6.1427546,0.5562249,-16.718138,-0.6384429,-0.33541334,-0.7612689
human|zh/LCCC/LCCC-turn_eval.json,5.0,4.851726,-4.2347,1.5912904,2.0289824,-16.73032,3.5737612,-0.18971288,-0.74837106
human|zh/LCCC/LCCC-turn_eval.json,4.333333333333333,7.6435575,9.198606,-0.21330984,4.267497,-0.4217511,8.48861,-0.106764644,-0.44262382
human|zh/LCCC/LCCC-turn_eval.json,3.0,3.328446,-9.44624,-1.3985436,3.0153937,-11.8237095,3.79383,-0.8773907,-0.8533115
human|zh/LCCC/LCCC-turn_eval.json,4.333333333333333,1.515343,-15.533132,-2.98897,-1.6473463,-19.205734,-4.052997,-1.1668952,-0.52345526
human|zh/LCCC/LCCC-turn_eval.json,3.6666666666666665,5.7966685,1.265261,1.6817267,-0.9944362,-18.023321,-1.9551331,-0.6852689,-0.72914267
human|zh/LCCC/LCCC-turn_eval.json,3.0,1.9398592,-6.187027,-1.2773638,2.3313997,4.942524,-1.8352162,-1.5143354,-0.79046816
human|zh/LCCC/LCCC-turn_eval.json,3.6666666666666665,0.31118238,-7.577226,-3.4298038,-1.2282919,-18.553482,-4.4213943,-5.2557893,-1.1852158
human|zh/LCCC/LCCC-turn_eval.json,3.6666666666666665,8.463899,8.541394,-2.3236475,-1.045995,-18.835127,-1.3398988,-0.7727109,-0.73830014
human|zh/LCCC/LCCC-turn_eval.json,2.333333333333333,2.6525974,-13.889704,-4.635346,-0.21222605,-17.731632,-0.22521755,-0.64896345,-0.74760836
human|zh/LCCC/LCCC-turn_eval.json,3.0,-0.72581804,-15.434168,2.1070435,0.6691021,-16.475761,1.4547111,1.1525433,-0.5971647
human|zh/LCCC/LCCC-turn_eval.json,3.0,0.8736372,-15.168395,-1.8737453,0.5546166,-15.371254,2.5986013,-1.6154534,-0.8543947
human|zh/LCCC/LCCC-turn_eval.json,3.6666666666666665,-6.172629,-18.008795,-5.7186766,1.2619658,-12.763348,-2.1281745,-1.9288123,-0.62321204
human|zh/LCCC/LCCC-turn_eval.json,1.0,5.09108,-1.3789287,1.6515552,1.1461198,-15.6568775,1.1008723,1.8889712,-0.80936116
human|zh/LCCC/LCCC-turn_eval.json,3.6666666666666665,-0.49145103,-16.385674,-4.142718,0.3378151,-17.808899,0.91500515,1.053829,-1.2763423
human|zh/LCCC/LCCC-turn_eval.json,2.333333333333333,10.562562,7.4644475,3.1025383,0.4464799,-16.536972,-0.55357444,-1.3694546,-0.779319
human|zh/LCCC/LCCC-turn_eval.json,1.6666666666666667,8.5160265,-1.6064228,2.6538694,0.20602705,-18.108305,-3.284297,0.7374743,-1.2192081
human|zh/LCCC/LCCC-turn_eval.json,3.0,10.507842,13.29143,0.10018152,0.025456235,-17.66974,0.7825533,2.8131728,-0.8005238
human|zh/LCCC/LCCC-turn_eval.json,3.6666666666666665,-1.7793365,-16.379759,2.0713363,0.45674357,-15.44367,3.2961128,-0.9555972,-0.77593946
