Dataset_Type,Dataset,Model,Method,AUC_mean,AUC_std,Spearman_PMI_mean,Spearman_PMI_std,Pearson_PMI_mean,Pearson_PMI_std,MSE_PMI_mean,MSE_PMI_std,Spearman_Relevant_mean,Spearman_Relevant_std,Pearson_Relevant_mean,Pearson_Relevant_std,Spearman_Engaging_mean,Spearman_Engaging_std,Pearson_Engaging_mean,Pearson_Engaging_std
Empirical,en,Qwen3-1.7B,KDE_Pair,0.8409748666666668,0.0027518744985110897,,,,,,,0.13780331227583506,0.029624216125590214,-0.0007749071572308586,0.08187547551496581,0.06863259204038948,0.03303719091737462,0.002029983854388832,0.048019292121455184
Empirical,en,Qwen3-1.7B,KDE_Prompt,0.7930529333333333,0.003683406465337446,,,,,,,0.18014905647250873,0.05981255227135711,0.2032810339562348,0.051644154318685236,0.1228324339961184,0.07768659059606266,0.17125097038408132,0.04262788849269477
Empirical,en,Qwen3-1.7B,MINE_Pair,0.8547695000000001,0.006341127302950371,,,,,,,0.07975650997597669,0.07343761570647564,0.0358347619320533,0.04769170290521594,0.13675905632027885,0.12298465899439756,0.11265087789871302,0.12143283759012734
Empirical,en,Qwen3-1.7B,MINE_Prompt,0.8922371,0.0029314470251245077,,,,,,,0.406209450686051,0.09150355899346455,0.2993315150127249,0.1299753077102954,0.2583847187638883,0.08682176665933025,0.20604115650919308,0.09087616581196574
Empirical,en,Qwen3-1.7B,PMI_Pair,0.8095198,0.07108788549495931,,,,,,,0.060605075332769355,0.06384568377869175,0.015811179921088537,0.02974689626324675,0.09674813750587688,0.049330068478769466,0.07857552735545022,0.06795440725642735
Empirical,en,Qwen3-1.7B,PMI_Prompt,0.9033966333333334,0.004332122001205981,,,,,,,0.4325217311810324,0.05474343515893048,0.4335175256594728,0.05552188021494927,0.25812916877988645,0.07601150901958718,0.2952745619991926,0.05016945109105152
Empirical,en,Qwen3-4B,Direct_MEEP,0.6695798645067649,0.015722044544741156,,,,,,,0.03812728143727666,0.11023252628171175,0.05080539794721817,0.07262967061732388,0.08316668521207816,0.1342581255085362,0.06532133897937793,0.10415193137156281
Empirical,en,Qwen3-4B,InfoNCE_Pair,0.8640404,0.0067403846964068466,,,,,,,0.08554966421443602,0.03886659770718166,0.06983732726788627,0.033311190669212405,0.14612474027910888,0.0793969201307955,0.13877347043594507,0.07539730832134058
Empirical,en,Qwen3-4B,InfoNCE_Prompt,0.9360388000000001,0.005562866779917553,,,,,,,0.3508270647334228,0.09015828954627211,0.3367728633158428,0.15156277024910578,0.2290571391522541,0.1363942392542121,0.23279028616305042,0.12433150469281606
Empirical,en,Qwen3-4B,KDE_Pair,0.8470498000000001,0.0042773329670616166,,,,,,,0.09214084508820797,0.05273740464505366,-0.002060499364838095,0.0685727823419775,0.09896445380908087,0.05803055795552818,0.047284666727387806,0.024341351871973494
Empirical,en,Qwen3-4B,KDE_Prompt,0.9143510666666665,0.0026550457037289024,,,,,,,0.38053942857176254,0.07604757068595987,0.36786232261758667,0.07855991795761567,0.41055238332197624,0.09950049963726469,0.39303274739919936,0.10223451914373663
Empirical,en,Qwen3-4B,MINE_Pair,0.8595217999999999,0.0046753110404549325,,,,,,,0.10556703535393239,0.04793441557212013,0.10060689574734502,0.09010285233717802,0.10614440048177967,0.11828400894360111,0.11149210717740801,0.133488611989766
Empirical,en,Qwen3-4B,MINE_Prompt,0.9333725333333334,0.00281778192516347,,,,,,,0.4450751287804616,0.023681039731505416,0.37724732904477676,0.04977396563591395,0.3927003476350737,0.11955987790219653,0.3771388086531889,0.12021699832069534
Empirical,en,Qwen3-4B,PMI_Pair,0.8646290000000001,0.006219647725822879,,,,,,,0.09786947336580223,0.06908491228357459,0.07971305372359602,0.08274007409535843,0.08293174768460601,0.15316779642329484,0.07707425841809168,0.1531414423281766
Empirical,en,Qwen3-4B,PMI_Prompt,0.9407652666666667,0.0015897864706376586,,,,,,,0.47461767596430915,0.0283494349440877,0.4701338099949906,0.06838626373523059,0.3902357916111497,0.12285514874304233,0.3735591775222001,0.11944714825153464
Empirical,en,Qwen3-8B,Direct_MEEP,,,,,,,,,0.17295999618853108,0.15296024295074787,0.23076592994328066,0.13574390162255318,0.4790554931747238,0.09769484406027859,0.5022451810858657,0.11751043535748673
Empirical,en,Qwen3-8B,InfoNCE_Pair,0.8552725333333333,0.006986935751815596,,,,,,,0.15168102229336622,0.07037355880135249,0.10003471949067518,0.08200134814207702,0.19919997717268,0.11948838751381473,0.15331135662295342,0.11839027478594992
Empirical,en,Qwen3-8B,InfoNCE_Prompt,0.9515516666666667,0.0028730586779017538,,,,,,,0.41435738265497024,0.045364063559099624,0.46002026612683694,0.052714857566349485,0.3332675193017609,0.10298165883916616,0.3675080607129456,0.08387262121695335
Empirical,en,Qwen3-8B,KDE_Pair,0.8261132666666666,0.004698105629754715,,,,,,,0.029423660662747837,0.05700825311689493,-0.015998412366046526,0.07855500106988011,0.02201837755288614,0.10595708901941195,0.002817860771798067,0.08929839763988698
Empirical,en,Qwen3-8B,KDE_Prompt,0.9261727333333333,0.0038243188093510156,,,,,,,0.3652241981323258,0.07368118598811046,0.3960374588807967,0.07372445421761824,0.5181442727737304,0.08397280197103975,0.48687662671032117,0.08950107349831969
Empirical,en,Qwen3-8B,MINE_Pair,0.8490236666666666,0.006130181545254364,,,,,,,0.16208640738361332,0.09470431584873415,0.13822183350087003,0.08916600409386496,0.17071388117917155,0.12053268822084418,0.18299996407183544,0.11861986532091123
Empirical,en,Qwen3-8B,MINE_Prompt,0.9473398333333332,0.003051651447258613,,,,,,,0.4616192844890101,0.023146568411221247,0.4619943614932252,0.059330026995815945,0.46290653181340546,0.09358623513408532,0.47207256852575713,0.08901902116077143
Empirical,en,Qwen3-8B,PMI_Pair,0.8527574,0.009436315910707222,,,,,,,0.15121936859896726,0.09294002436079432,0.12320127891244496,0.09048796258769956,0.17387684691729557,0.11547988905058279,0.16327441426085545,0.10434017063264951
Empirical,en,Qwen3-8B,PMI_Prompt,0.9524590666666667,0.002645242295140476,,,,,,,0.46666571577837973,0.03247876759717214,0.5206530645695105,0.05610857637285046,0.45929031554522054,0.09056101500681311,0.47528728605782644,0.08913814456747142
Empirical,en,meta-llama-Llama-3.2-3B-Instruct-FP16,Direct_MEEP,0.6529220590943858,0.008995798677407183,,,,,,,0.10544037126037975,0.08977398477791128,0.10512841412220417,0.08738218713417652,0.24789762252187475,0.06315898906586577,0.23897245178219242,0.06776454307748812
Empirical,en,meta-llama-Llama-3.2-3B-Instruct-FP16,InfoNCE_Pair,0.8519840666666667,0.005148918221874882,,,,,,,0.16417432631101875,0.08510655384713256,0.1645027634030674,0.08910645218992513,0.16231001836283693,0.050294739020368504,0.16622391628017674,0.03751999157182021
Empirical,en,meta-llama-Llama-3.2-3B-Instruct-FP16,InfoNCE_Prompt,0.9069361,0.008787859200497999,,,,,,,0.3489901148875939,0.10396666897632993,0.34413408734628265,0.1513479697439367,0.16020954776334062,0.16372147941622975,0.18913775422941617,0.17492720628236047
Empirical,en,meta-llama-Llama-3.2-3B-Instruct-FP16,KDE_Pair,0.8558635333333333,0.005726805642473605,,,,,,,0.21486438325857607,0.029086392365266136,0.12488377293424949,0.077518117472103,0.19277698752318212,0.03759638302551763,0.13464333876979367,0.047129837130176766
Empirical,en,meta-llama-Llama-3.2-3B-Instruct-FP16,KDE_Prompt,0.8835064666666665,0.0017941191834559022,,,,,,,0.3928168194827193,0.0952766060726479,0.3662003791817332,0.12066452686676273,0.39216162859267134,0.06800287515609184,0.3460416944953636,0.06512836311425386
Empirical,en,meta-llama-Llama-3.2-3B-Instruct-FP16,MINE_Pair,0.8485777666666667,0.004010460441492705,,,,,,,0.13921538244187612,0.020269981720784126,0.12647137143927584,0.017288886338607166,0.1455482018493282,0.043036804244027956,0.15460021995552192,0.03554624088889501
Empirical,en,meta-llama-Llama-3.2-3B-Instruct-FP16,MINE_Prompt,0.9263635000000001,0.004672905188721209,,,,,,,0.3706391278315831,0.057722024734732834,0.3140382698800681,0.07071557238550602,0.30109177246437246,0.13682668776902634,0.26921575925359365,0.10788107937998134
