dialog_key,annot_engaging_mean,annot_overall_mean,annot_relevant_mean,score_PMI_Pair,score_MINE_Pair,score_InfoNCE_Pair,score_PMI_Prompt,score_MINE_Prompt,score_InfoNCE_Prompt,score_KDE_Pair,score_KDE_Prompt
human|en/fed-turn/fed-turn_eval.json,1.2,3.0,1.6,-8.394831,-19.12553,-3.3268738,0.048058636,-19.767712,0.52362454,-2.582772,-1.0802363
human|en/fed-turn/fed-turn_eval.json,2.0,3.8,2.0,7.5804286,9.321192,1.2344937,1.6038908,-18.68439,0.767662,-0.8511667,-0.04651842
human|en/fed-turn/fed-turn_eval.json,2.0,3.8,2.0,7.757676,8.88578,-0.5131349,5.139137,12.193783,3.3368082,0.6189852,0.49802178
human|en/fed-turn/fed-turn_eval.json,1.8,3.2,1.8,0.5932148,-15.556737,-0.33089724,1.1699057,-17.554571,5.230733,-1.5680586,-0.5067229
human|en/fed-turn/fed-turn_eval.json,1.6,3.0,2.0,-5.9910097,-19.297752,-5.559017,2.991501,-15.065094,2.7545338,-0.2994976,0.047653027
human|en/fed-turn/fed-turn_eval.json,1.0,3.6,2.0,12.653324,15.107246,5.415497,3.8994036,2.7268407,10.970528,0.33179757,0.10065842
human|en/fed-turn/fed-turn_eval.json,2.0,3.2,2.0,7.6334343,6.807923,2.444324,3.6788287,2.2554858,7.163567,1.7811311,-0.43456647
human|en/fed-turn/fed-turn_eval.json,1.8,3.0,2.0,11.242709,13.671587,-3.6987283,0.052094802,-19.621275,2.5654676,-0.03095653,-0.69630516
human|en/fed-turn/fed-turn_eval.json,1.6,3.6,2.0,5.3827467,6.326158,-0.7141069,7.4087763,19.495241,6.7295485,-1.5700108,-0.0884549
human|en/fed-turn/fed-turn_eval.json,2.0,4.0,2.0,11.741846,16.678164,4.9469633,6.4550657,18.774113,4.252549,0.20025669,0.6758747
human|en/fed-turn/fed-turn_eval.json,1.4,3.4,2.0,9.718899,13.672519,7.045214,2.4657764,-16.374222,-1.0905682,0.28981256,0.13947019
human|en/fed-turn/fed-turn_eval.json,1.6,3.0,1.8,-0.697394,-16.933924,0.29412398,3.8352127,-6.093423,-2.908977,-0.927803,-0.25430125
human|en/fed-turn/fed-turn_eval.json,2.0,3.6,2.0,6.7621846,1.7275773,1.1408901,5.359649,16.973858,9.363472,-0.5392579,0.8333747
human|en/fed-turn/fed-turn_eval.json,2.0,3.2,2.0,10.238131,5.8934174,4.3743777,1.3913144,-18.092045,3.5087104,-0.846832,0.052386492
human|en/fed-turn/fed-turn_eval.json,1.8,2.8,1.6,11.397557,11.614916,6.564648,3.5075736,-11.811176,6.428996,-0.4320838,0.37029496
human|en/fed-turn/fed-turn_eval.json,1.8,3.6,2.0,-2.0829916,-17.470318,0.21178105,7.5697193,19.80304,8.8593645,-0.8250456,0.5942116
human|en/fed-turn/fed-turn_eval.json,1.0,2.2,1.0,18.033476,19.950245,10.021969,3.9482284,-2.6627076,6.6305876,4.419125,0.46326733
human|en/fed-turn/fed-turn_eval.json,1.8,3.2,1.8,-3.9675283,-18.870193,-2.5364306,8.170778,19.719208,6.1723223,-0.665967,-0.49409157
human|en/fed-turn/fed-turn_eval.json,1.6,3.2,1.8,5.07652,-8.638418,1.2426432,-0.3360988,-19.07192,3.8354888,-0.47474578,-2.4811232
human|en/fed-turn/fed-turn_eval.json,0.6,1.8,1.8,5.1866813,-4.3452845,-1.0544949,0.928318,-16.083002,1.5531263,-0.6472791,-3.7845447
human|en/fed-turn/fed-turn_eval.json,2.0,2.8,1.8,11.436086,16.23369,6.8360667,1.849873,-14.487974,-1.1133133,0.48697987,0.18587673
human|en/fed-turn/fed-turn_eval.json,1.8,2.4,1.6,9.840954,14.855616,1.0716621,6.2663035,18.134802,5.378477,-0.101224676,-0.15192375
human|en/fed-turn/fed-turn_eval.json,1.8,3.6,1.8,10.007806,14.415774,2.998385,6.4510555,18.628357,7.8428926,-0.09442762,-0.087575406
human|en/fed-turn/fed-turn_eval.json,1.8,3.2,2.0,-1.3953853,-17.238977,-3.7005324,0.43285966,-19.504335,-0.06272241,-1.4438933,-0.81814396
human|en/fed-turn/fed-turn_eval.json,1.8,2.4,1.8,5.4340343,-7.6844783,-2.0109046,5.6592026,18.794445,7.0482235,-0.20789446,0.169398
human|en/fed-turn/fed-turn_eval.json,2.0,3.4,1.6,4.7016473,-6.133462,0.8708144,-1.710032,-19.824617,-4.480715,0.44767407,-0.6624221
human|en/fed-turn/fed-turn_eval.json,2.0,3.8,2.0,11.009254,15.745762,3.1600764,2.9620852,-2.7110448,-0.2533174,0.7539212,-0.23316035
human|en/fed-turn/fed-turn_eval.json,2.0,3.6,1.8,5.3270793,0.9859213,-1.9652976,6.26758,18.764677,2.8502579,-0.9940276,0.17116345
human|en/fed-turn/fed-turn_eval.json,1.4,2.8,2.0,6.629711,1.4827528,1.7007015,3.7585454,-2.8918374,4.584209,-0.87754995,0.04577145
human|en/fed-turn/fed-turn_eval.json,0.8,1.2,1.2,-1.4978526,-16.827806,-1.0146449,6.4429,19.016504,10.123735,-0.6407841,-0.14234963
human|en/fed-turn/fed-turn_eval.json,1.8,3.2,1.8,5.249679,-0.61392534,4.8980446,6.6181083,18.581467,9.117341,0.22115535,0.6474044
human|en/fed-turn/fed-turn_eval.json,1.4,3.0,1.6,12.5888405,18.64194,7.697592,3.6409373,8.393152,5.870459,-0.45897838,0.19704941
human|en/fed-turn/fed-turn_eval.json,1.2,2.6,1.8,-3.3336732,-17.565342,-0.23191726,-0.8458429,-19.672396,-5.192683,-0.75673705,-0.50571233
human|en/fed-turn/fed-turn_eval.json,1.0,2.2,1.6,6.6206737,5.0902023,1.3656714,2.19613,-9.554143,-4.9541445,-1.2474174,-0.9823461
human|en/fed-turn/fed-turn_eval.json,0.8,2.0,1.2,5.7266073,-3.4899487,-6.257599,-0.9803053,-19.750467,-1.1773845,-1.3451269,-1.023743
human|en/fed-turn/fed-turn_eval.json,1.0,1.8,1.4,-1.3732797,-15.387613,-8.859014,1.7498517,-17.744392,2.7591963,-2.5330265,-0.4637677
human|en/fed-turn/fed-turn_eval.json,1.6,3.0,1.8,1.2286474,-13.179522,-0.2059676,4.7677627,12.936743,3.115233,0.19072863,-0.30496365
human|en/fed-turn/fed-turn_eval.json,1.8,3.4,1.8,4.843892,-0.24122046,-1.2450312,4.0614886,14.252181,3.846521,-1.8153406,-0.44438583
human|en/fed-turn/fed-turn_eval.json,1.6,3.0,1.4,-1.8318361,-16.581322,-3.4563422,-0.3287612,-18.77464,-6.2890143,-0.5627045,-1.7029248
human|en/fed-turn/fed-turn_eval.json,1.8,2.8,1.4,10.770922,11.921099,4.917323,1.8965983,-14.17191,0.6556443,-0.29667512,-0.27963543
human|en/fed-turn/fed-turn_eval.json,1.6,1.8,1.4,4.172706,-11.338339,-5.4454365,-1.1522051,-19.672592,2.7304697,-0.41998214,-1.488371
human|en/fed-turn/fed-turn_eval.json,2.0,4.0,2.0,8.820083,6.9690127,2.0031407,6.4289036,18.956406,8.272718,1.2750815,0.64215225
human|en/fed-turn/fed-turn_eval.json,0.8,1.0,0.6,-4.39849,-18.163332,-3.2648811,-1.7402766,-19.933397,8.899762,-0.5940062,-1.1583719
human|en/fed-turn/fed-turn_eval.json,1.2,0.6,0.8,6.478973,-0.46876884,3.3626099,-4.163188,-19.984962,-2.9877672,-1.5217854,-1.6005669
human|en/fed-turn/fed-turn_eval.json,1.2,1.0,1.0,6.6090536,2.8917716,-2.1982138,-0.7831907,-19.828709,2.097943,-2.1325822,-0.7470146
human|en/fed-turn/fed-turn_eval.json,1.4,3.2,2.0,10.032848,14.500959,1.0506346,-0.8617382,-19.735859,3.363019,0.73981297,-0.037327696
human|en/fed-turn/fed-turn_eval.json,1.2,2.8,1.8,12.405642,17.27051,3.1818461,5.3689594,18.253141,4.7504215,-0.581662,-0.16292706
human|en/fed-turn/fed-turn_eval.json,1.8,3.0,2.0,7.9859304,1.9855642,-6.7710876,3.9118097,13.716429,-0.45738554,1.0888435,0.18395908
human|en/fed-turn/fed-turn_eval.json,1.6,2.8,2.0,10.095665,14.487591,4.098111,1.6421877,-16.58928,-0.5654583,-1.4764562,-1.7380736
human|en/fed-turn/fed-turn_eval.json,1.8,2.6,1.4,6.2884054,-7.9436684,2.4844978,2.0488393,-15.21538,-1.8968737,-0.15982036,-0.5214794
human|en/fed-turn/fed-turn_eval.json,2.0,1.8,1.2,3.2785275,-8.900775,0.9676284,-0.13773386,-19.605337,0.29480544,-0.31188154,-0.6650229
human|en/fed-turn/fed-turn_eval.json,1.2,2.0,1.6,0.16829157,-14.511393,-2.5508811,-2.6300712,-19.855743,-4.023126,-0.2512309,-1.6288681
human|en/fed-turn/fed-turn_eval.json,1.2,1.8,2.0,-0.62713516,-15.989551,-2.0169365,2.3289645,-15.328594,5.7978587,-0.3813085,-0.47458237
human|en/fed-turn/fed-turn_eval.json,1.8,3.6,2.0,-7.7825346,-19.426443,-4.4599347,4.025963,6.7380643,7.037931,-0.49506497,-0.40276927
human|en/fed-turn/fed-turn_eval.json,1.2,2.4,1.6,6.519553,2.5892315,0.2927618,0.24888726,-19.081171,-3.082139,-0.78477913,-0.7279846
human|en/fed-turn/fed-turn_eval.json,1.4,1.8,1.2,5.5218024,4.222065,2.7193692,-2.0607157,-19.705807,-4.537866,-0.16891226,-1.445732
human|en/fed-turn/fed-turn_eval.json,0.8,0.8,0.4,16.656836,19.857767,6.029453,-0.89638656,-19.681126,0.95151854,1.7577399,-1.5575066
human|en/fed-turn/fed-turn_eval.json,2.0,3.6,2.0,-4.2599406,-18.923115,-3.5533893,3.2907362,-6.62932,3.7874694,-1.1533144,0.3464575
human|en/fed-turn/fed-turn_eval.json,2.0,3.6,2.0,3.1935463,-1.2129112,1.986058,2.039212,-16.569235,-0.8823032,-0.7680346,-0.36053553
human|en/fed-turn/fed-turn_eval.json,1.4,3.4,2.0,0.83224034,-12.134506,0.057011466,2.899178,-9.362441,4.2968454,-0.032164462,-0.1686931
human|en/fed-turn/fed-turn_eval.json,1.8,3.0,1.8,1.4457011,-13.562236,2.416338,2.3560667,-13.770032,1.1102483,-1.4211643,-0.06544116
human|en/fed-turn/fed-turn_eval.json,1.8,3.2,1.8,12.067099,16.289024,6.6368217,7.593622,19.744633,8.2181225,-0.64650065,0.0664052
human|en/fed-turn/fed-turn_eval.json,1.2,2.8,1.6,13.049474,17.96534,7.6170855,5.734038,14.644999,4.7537403,0.5938014,0.89975375
human|en/fed-turn/fed-turn_eval.json,0.6,2.2,1.4,-6.104119,-19.049988,-4.1620045,-0.4813403,-19.648996,-1.4066901,-1.3839217,-1.3139912
human|en/fed-turn/fed-turn_eval.json,0.8,2.0,1.8,4.513381,2.3308363,-0.9354257,-0.052714244,-19.310425,-2.595658,-0.36247292,-1.0648859
human|en/fed-turn/fed-turn_eval.json,1.6,3.4,2.0,7.489048,14.141476,1.6975981,6.457234,18.706394,7.964492,-0.60107183,-0.116866514
human|en/fed-turn/fed-turn_eval.json,1.2,2.8,1.8,-3.7089972,-18.213402,-3.68094,3.4626126,-3.4490201,5.4375944,-0.6669742,-0.089553565
human|en/fed-turn/fed-turn_eval.json,1.6,2.8,1.8,-8.334789,-19.169144,-4.6248775,5.4755597,19.051182,6.3029714,-0.76446044,-0.07281324
human|en/fed-turn/fed-turn_eval.json,1.2,1.4,1.2,-3.821914,-17.680195,-3.8231835,-0.21003589,-19.216581,1.6278492,-0.48246688,-0.5500042
human|en/fed-turn/fed-turn_eval.json,1.2,3.4,1.6,7.3416715,8.902713,0.8004098,4.7175426,12.111406,7.7557697,-0.4577901,0.98045874
human|en/fed-turn/fed-turn_eval.json,1.6,4.0,2.0,11.197124,17.624685,2.5966928,7.2407813,19.655626,7.9015093,-0.61859643,-0.53245276
human|en/fed-turn/fed-turn_eval.json,1.8,3.8,2.0,7.3823905,2.5020275,5.173282,3.9912865,2.8206496,2.6185598,-0.041473817,0.00037261387
human|en/fed-turn/fed-turn_eval.json,0.8,2.0,1.2,3.626813,-8.76351,2.3872237,-0.78034496,-19.563139,0.35359648,-1.1902212,-0.9635769
human|en/fed-turn/fed-turn_eval.json,2.0,3.6,2.0,0.4093918,-15.81052,-2.8960466,3.772135,16.375809,0.43130606,-1.0516627,0.06825356
human|en/fed-turn/fed-turn_eval.json,1.2,3.6,2.0,0.6095617,-15.054168,-4.774536,4.29301,4.640371,-0.7754796,0.8161996,0.3304355
human|en/fed-turn/fed-turn_eval.json,2.0,3.4,1.6,14.1196995,18.775055,7.198945,2.9707587,-7.228256,6.137359,-0.4866295,-0.32535195
human|en/fed-turn/fed-turn_eval.json,1.4,3.2,2.0,15.666427,19.525665,3.0132174,6.3711185,18.862,8.730146,-0.30083758,-0.07493703
human|en/fed-turn/fed-turn_eval.json,2.0,3.6,2.0,17.389492,19.855587,10.82685,6.14671,18.986145,4.942093,-0.06540881,0.3493417
human|en/fed-turn/fed-turn_eval.json,2.0,4.0,2.0,7.7279043,4.0227695,6.274738,9.076292,19.869938,10.32366,0.6830966,0.95703286
human|en/fed-turn/fed-turn_eval.json,1.8,3.4,2.0,7.6605177,5.433762,3.1351647,2.7187607,-4.5847073,7.5562544,0.16186333,0.038181473
